air_carrier_id_pk,airport_code,name,city,country
1068,CIV,Chomley Airport,Chomley,United States
1069,CIW,Canouan Airport,Canouan,Saint Vincent and the Grenadines
1070,CIX,Capt. Jose A. Quinones Gonzales International,Chiclayo,Peru
1071,CIY,Comiso Airport,Comiso,Italy
1072,CJA,Gen FAP Armando Revoredo Iglesias,Cajamarca,Peru
1073,CJB,Coimbatore International,Coimbatore,India
1074,CJC,El Loa,Calama,Chile
1075,CJI,Crafton Island Airport,Crafton Island,United States
1076,CJJ,Cheongju International,Cheongju,South Korea
1077,CJL,Chitral Airport,Chitral,Pakistan
1078,CJR,Culpeper Regional,Culpeper,United States
1079,CJS,Abraham Gonzalez International,Ciudad Juarez,Mexico
1080,CJU,Jeju International,Jeju,South Korea
1081,CJW,Clay Center Municipal,Clay Center,United States
1082,CKB,North Central West Virginia,Clarksburg/Fairmont,United States
1083,CKD,Crooked Creek Airport,Crooked Creek,United States
1084,CKE,Pearce Field,Clear Lake,United States
1085,CKG,Jiangbei,Chongqing,China
1086,CKM,Fletcher Field,Clarksdale,United States
1087,CKO,Cornelio Procopio Airport,Cornelio Procopio,Brazil
1088,CKS,Carajas Airport,Carajas,Brazil
1089,CKU,Cordova Municipal,Cordova,United States
1090,CKV,Outlaw Field,Clarksville,United States
1091,CKX,Chicken Airport,Chicken,United States
1092,CKY,Conakry Airport,Conakry,Guinea
1093,CLA,Comilla Airport,Comilla,Bangladesh
1094,CLB,Castlebar Airport,Castlebar,Ireland
1095,CLC,Clear Lake Metroport,Clear Lake City,United States
1096,CLD,McClellan-Palomar,Carlsbad,United States
1097,CLE,Cleveland-Hopkins International,Cleveland,United States
1098,CLF,Clear Mews,Clear,United States
1099,CLG,New Coalinga Municipal,Coalinga,United States
1100,CLH,Coolah Airport,Coolah,Australia
1101,CLI,Clintonville Municipal,Clintonville,United States
1102,CLJ,Avram Iancu,Cluj-Napoca,Romania
1103,CLK,Clinton Regional,Clinton,United States
1104,CLL,Easterwood Field,College Station/Bryan,United States
1105,CLM,William R. Fairchild International,Port Angeles,United States
1106,CLN,Carolina Airport,Carolina,Brazil
1107,CLO,Alfonso Bonilla Aragon International,Cali,Colombia
1108,CLP,Clarks Point Airport,Clarks Point,United States
1109,CLQ,Colima Airport,Colima,Mexico
1110,CLR,Cliff Hatfield Memorial,Calipatria,United States
1111,CLS,Chehalis Centralia,Chehalis,United States
1112,CLT,Charlotte Douglas International,Charlotte,United States
1113,CLU,Columbus Municipal,Columbus,United States
1114,CLY,Calvi Sainte Catherine,Calvi,France
1115,CMA,Cunnamulla Airport,Cunnamulla,Australia
1116,CMB,Bandaranaike International Colombo,Colombo,Sri Lanka
1117,CMD,Cootamundra Airport,Cootamundra,Australia
1118,CME,Ciudad del Carmen International,Ciudad del Carmen,Mexico
1119,CMF,Chambery Aix Les Bains,Chambery,France
1120,CMG,Corumba International,Corumba,Brazil
1121,CMH,John Glenn Columbus International,Columbus,United States
1122,CMI,University of Illinois/Willard,Champaign/Urbana,United States
1123,CMJ,Chi Mei Airport,Chi Mei,Taiwan
1124,CMM,Carmelita Airport,Carmelita,Guatemala
1125,CMN,Mohammed V International,Casablanca,Morocco
1126,CMR,Colmar Houssen,Colmar,France
1127,CMT,Cameta Airport,Cameta,Brazil
1128,CMU,Chimbu,Kundiawa,Papua New Guinea
1129,CMV,Coromandel Airport,Coromandel,New Zealand
1130,CMW,Ignacio Agramonte International,Camaguey,Cuba
1131,CMX,Houghton County Memorial,Hancock/Houghton,United States
1132,CN2,Mimmo Bay Water Aerodrome,Nimmo Bay,Canada
1133,CN4,Princess Louisa Marina Provincial Park,Princess Lousia Inlet,Canada
1134,CN5,Rendezvous Islands Water Aerodrome,Rendezvous Islands,Canada
1135,CN6,Shawl Bay Water Aerodrome,Shawl Bay,Canada
1136,CN7,Shoal Bay Water Aerodrome,Shoal Bay,Canada
1137,CN9,Sointula Water Aerodrome,Sointula,Canada
1138,CNA,Cananea Airport,Cananea,Mexico
1139,CNB,Coonamble Airport,Coonamble,Australia
1140,CNC,Coconut Island Airport,Coconut Island,Australia
1141,CND,Rum Kogalniceanu,Constanta,Romania
1142,CNE,Fremont County,Canon City,United States
1143,CNF,Tancredo Neves International,Belo Horizonte,Brazil
1144,CNK,Blosser Municipal,Concordia,United States
1145,CNL,Sindal Airport,Sindal,Denmark
1146,CNM,Cavern City Air Terminal,Carlsbad,United States
1147,CNO,Chino Airport,Chino,United States
1148,CNQ,Corrientes Airport,Corrientes,Argentina
1149,CNR,Chanaral Airport,Chanaral,Chile
1150,CNS,Cairns International,Cairns,Australia
1151,CNW,TSTC Waco,Waco,United States
1152,CNX,Chiang Mai International,Chiang Mai,Thailand
1153,CNY,Canyonlands Field,Moab,United States
1154,CO1,Monte Vista Municipal,Monte Vista,United States
1155,CO3,Marina Municipal,Marina,United States
1156,CO4,Tolemaida AB,Melgar,Colombia
1157,CO5,Puerto Bolivar,Uribia,Colombia
1158,CO6,Central Colorado Regional,Buena,United States
1159,COA,Columbia Airport,Columbia,United States
1160,COC,Comodoro Pierrestegui,Concordia,Argentina
1161,COD,Yellowstone Regional,Cody,United States
1162,COE,Coeur d'Alene - Pappy Boyington Field,Coeur d'Alene,United States
1163,COF,Patrick AFB,Cocoa Beach,United States
1164,COG,Mandinga,Condoto,Colombia
1165,COH,Cooch Behar Airport,Cooch Behar,India
1166,COJ,Coonabarabran Airport,Coonabarabran,Australia
1167,COK,Cochin International,Kochi,India
1168,COL,Coll,Coll Island,United Kingdom
1169,COM,Coleman Municipal,Coleman,United States
1170,CON,Concord Municipal,Concord,United States
1171,COO,Card Bernardin Gadin de Cadjehoun International,Cotonou,Benin
1172,COR,Ambrosio L. V. Taravella,Cordoba,Argentina
1173,COS,City of Colorado Springs Municipal,Colorado Springs,United States
1174,COT,Cotulla-La Salle County,Cotulla,United States
1175,COU,Columbia Regional,Columbia,United States
1176,COY,Coolawanyah Airport,Coolawanyah,Australia
1177,CPA,Cape Palmas Airport,Cape Palmas,Liberia
1178,CPB,Capurgana Airport,Capurgana,Colombia
1179,CPC,Aviador C. Campos,Chapelco,Argentina
1180,CPD,Coober Pedy Airport,Coober Pedy,Australia
1181,CPE,Ingeniero Alberto Acuna Ongay International,Campeche,Mexico
1182,CPH,Kastrup,Copenhagen,Denmark
1183,CPN,Cape Rodney Airport,Cape Rodney,Papua New Guinea
1184,CPO,Desierto de Atacama,Copiapo,Chile
1185,CPQ,Viracopos International,Campinas,Brazil
1186,CPR,Casper/Natrona County International,Casper,United States
1187,CPS,Bi-State Parks,St. Louis,United States
1188,CPT,Cape Town International,Cape Town,South Africa
1189,CPV,Presidente Joao Suassuna,Campina Grande,Brazil
1190,CPX,Benjamin Rivera Noriega,Culebra,United States
1191,CQF,Calais Dunkerque,Calais,France
1192,CQL,Glen-Aspen,Carbondale,United States
1193,CQW,Cheraw Municipal/Lynch Bellinger Field,Cheraw,United States
1194,CRA,Craiova Airport,Craiova,Romania
1195,CRB,Collarenebri Airport,Collarenebri,Australia
1196,CRC,Cartago Airport,Cartago,Colombia
1197,CRD,Comodoro Rivadavia Airport,Comodoro Rivadavia,Argentina
1198,CRE,Grand Strand,Myrtle Beach,United States
1199,CRG,Jacksonville Executive at Craig,Jacksonville,United States
1200,CRI,Colonel Hill,Crooked Island,The Bahamas
1201,CRK,Diosdado Macapagal International,Luzon Island,Philippines
1202,CRL,Brussels South,Charleroi,Belgium
1203,CRP,Corpus Christi International,Corpus Christi,United States
1204,CRQ,Caravelas Airport,Caravelas,Brazil
1205,CRR,Ceres Airport,Ceres,Argentina
1206,CRS,C David Campbell Field-Corsicana Municipal,Corsicana,United States
1207,CRU,Lauriston,Carriacou,Grenada
1208,CRV,Crotone Airport,Crotone,Italy
1209,CRW,Yeager,Charleston/Dunbar,United States
1210,CRX,Roscoe Turner,Corinth,United States
1211,CSD,Cresswell Downs Airport,Cresswell Downs,Australia
1212,CSE,Buckhorn Ranch,Crested Butte,United States
1213,CSG,Columbus Airport,Columbus,United States
1214,CSI,Casino Airport,Casino,Australia
1215,CSL,Cabo San Lucas International,Cabo San Lucas,Mexico
1216,CSM,Clinton Sherman,Clinton,United States
1217,CSN,Carson,Carson City,United States
1218,CSP,Cape Spencer C.G. Helipad,Cape Spencer,United States
1219,CSR,Casuarito Airport,Casuarito,Colombia
1220,CSS,Cassilandia Airport,Cassilandia,Brazil
1221,CST,Castaway Airport,Castaway,Fiji
1222,CSU,Cape Sabine Airport,Cape Sabine,United States
1223,CSV,Crossville Memorial-Whitson Field,Crossville,United States
1224,CSX,Huanghua,Changsha,China
1225,CT1,Robertson Field,Plainville,United States
1226,CT2,Simsbury Airport,Simsbury,United States
1227,CT3,Windham,Willimantic,United States
1228,CT4,Candlelight Farms,New Milford,United States
1229,CT5,Danielson Airport,Danielson,United States
1230,CT6,Goodspeed,East Haddam,United States
1231,CTA,Catania-Fontanarossa,Catania,Italy
1232,CTB,Cut Bank International,Cut Bank,United States
1233,CTC,Catamarca Aeroclub,Catamarca,Argentina
1234,CTG,Rafael Nunez,Cartagena,Colombia
1235,CTH,Chester County G. O. Carlson,Coatesville,United States
1236,CTL,Charleville Airport,Charleville,Australia
1237,CTM,Chetumal International,Chetumal,Mexico
1238,CTN,Cooktown Airport,Cooktown,Australia
1239,CTO,Calverton Executive Airpark,Calverton,United States
1240,CTS,New Chitose,Sapporo,Japan
1241,CTT,Le Castellet Airport,Le Castellet,France
1242,CTU,Shuangliu,Chengdu,China
1243,CTW,Cottonwood Airport,Cottonwood,United States
1244,CTX,Cortland County Chase Field,Cortland,United States
1245,CTY,Cross City Airport,Cross City,United States
1246,CTZ,Clinton Sampson County,Clinton,United States
1247,CUB,Jim Hamilton L. B. Owens,Columbia,United States
1248,CUC,Camilo Daza,Cucuta,Colombia
1249,CUE,Cuenca Airport,Cuenca,Ecuador
1250,CUF,Levaldigi,Cuneo,Italy
1251,CUL,Culiacan International,Culiacan,Mexico
1252,CUM,Cumana Airport,Cumana,Venezuela
1253,CUN,Cancun International,Cancun,Mexico
1254,CUP,General Jose Francisco Bermudez,Carupano,Venezuela
1255,CUQ,Coen Airport,Coen,Australia
1256,CUR,Hato,Willemstad,Curacao
1257,CUT,Cutral-Co Airport,Cutral-Co,Argentina
1258,CUU,General Roberto Fierro Villalobos International,Chihuahua,Mexico
1259,CUW,Cube Cove Airport,Cube Cove,United States
1260,CUY,Cue Airport,Cue,Australia
1261,CUZ,Teniente Alejandro Velasco Astete International,Cusco,Peru
1262,CVA,Civic Arena H/P,Pittsburgh,United States
1263,CVF,Courchevel Airport,Courchevel,France
1264,CVG,Cincinnati/Northern Kentucky International,Cincinnati,United States
1265,CVJ,General Mariano Matamoros,Cuernavaca,Mexico
1266,CVL,Cape Vogel Airport,Cape Vogel,Papua New Guinea
1267,CVM,General Pedro Jose Mendez International,Ciudad Victoria,Mexico
1268,CVN,Clovis Municipal,Clovis,United States
1269,CVO,Corvallis Municipal,Corvallis,United States
1270,CVQ,Carnarvon Airport,Carnarvon,Australia
1271,CVS,Cannon AFB,Clovis,United States
1272,CVT,Coventry Airport,Coventry,United Kingdom
1273,CVX,Charlevoix Municipal,Charlevoix,United States
1274,CWA,Central Wisconsin,Mosinee,United States
1275,CWB,Afonso Pena,Curitiba,Brazil
1276,CWF,Chennault International,Lake Charles,United States
1277,CWI,Clinton Municipal,Clinton,United States
1278,CWL,Cardiff Airport,Cardiff,United Kingdom
1279,CWS,Center Island Airport,Center Island,United States
1280,CWT,Cowra Airport,Cowra,Australia
1281,CXA,Caicara Venez.,Caicara,Venezuela
1282,CXB,Cox's Bazar Airport,Cox's Bazar,Bangladesh
1283,CXC,Chitina Airport,Chitina,United States
1284,CXF,Coldfoot Airport,Coldfoot,United States
1285,CXH,Coal Harbour Seaplane Base,Vancouver,Canada
1286,CXI,Christmas Island Airport,Christmas Island,Kiribati
1287,CXJ,Campo Dos Bugres,Caxias Do Sul,Brazil
1288,CXL,Calexico International,Calexico,United States
1289,CXO,Conroe North Houston Regional,Conroe,United States
1290,CXP,Tunggul Wulung,Cilacap,Indonesia
1291,CXR,Cam Ranh International,Can Ranh,Vietnam
1292,CXT,Charters Towers Airport,Charters Towers,Australia
1293,CXY,Cat Cay Airport,Cat Cay,The Bahamas
1294,CYA,Cayes,Les Cayes,Haiti
1295,CYB,Charles Kirkconnell International,Cayman Brac,Cayman Islands
1296,CYC,Caye Chapel Airport,Caye Chapel,Belize
1297,CYF,Chefornak Airport,Chefornak,United States
1298,CYI,Chiayi Airport,Chiayi,Taiwan
1299,CYM,Chatham Airport,Chatham,United States
1300,CYP,Calbayog Airport,Calbayog,Philippines
1301,CYR,Laguna de Los Patos International,Colonia,Uruguay
1302,CYS,Cheyenne Regional/Jerry Olson Field,Cheyenne,United States
1303,CYT,Yakataga,Cape Yakataga,United States
1304,CYZ,Cauayan Airport,Cauayan,Philippines
1305,CZA,Chichen Itza International,Chichen Itza,Mexico
1306,CZB,Cruz Alta Airport,Cruz Alta,Brazil
1307,CZC,Copper Center 2,Copper Center,United States
1308,CZE,Jose Leonardo Chirino,Coro,Venezuela
1309,CZF,Cape Romanzof LRRS,Cape Romanzof,United States
1310,CZH,Ranchito,Corozal,Belize
1311,CZL,Constantine/Ain El Bey,Constantine,Algeria
1312,CZM,Cozumel International,Cozumel,Mexico
1313,CZN,Chisana Airport,Chisana,United States
1314,CZO,Chistochina Airport,Chistochina,United States
1315,CZP,Cape Pole Airport,Cape Pole,United States
1316,CZS,Cruzeiro Do Sul Airport,Cruzeiro Do Sul,Brazil
1317,CZU,Las Brujas,Corozal,Colombia
1318,CZW,Czestochowy,Czestochowa,Poland
1319,CZX,Benniu,Changzhou,China
1320,DAB,Daytona Beach International,Daytona Beach,United States
1321,DAC,Hazrat Shahjalal International,Dhaka,Bangladesh
1322,DAD,Danang International,Danang,Vietnam
1323,DAE,Daet Airport,Daet,Philippines
1324,DAF,Daup Airport,Daup,Papua New Guinea
1325,DAG,Barstow/Daggett,Daggett,United States
1326,DAK,Dakhla,Dakhla Oasis,Egypt
1327,DAL,Dallas Love Field,Dallas,United States
1328,DAM,Damascus International,Damascus,Syria
1329,DAN,Danville Regional,Danville,United States
1330,DAR,Julius Nyerere International,Dar Es Salaam,Tanzania
1331,DAT,Datong Airport,Datong,China
1332,DAU,Daru Airport,Daru,Papua New Guinea
1333,DAV,Enrique Malek International,David,Panama
1334,DAX,Daxian Airport,Daxian,China
1335,DAY,James M Cox/Dayton International,Dayton,United States
1336,DBB,Al Alamain International,Dabaa City,Egypt
1337,DBL,Goa Airport,Goa,India
1338,DBM,Debre Marcos,Debra Marcos,Ethiopia
1339,DBN,W H Bud Barron,Dublin,United States
1340,DBO,Dubbo Airport,Dubbo,Australia
1341,DBQ,Dubuque Regional,Dubuque,United States
1342,DBT,Debre Tabor,Debra Tabor,Ethiopia
1343,DBV,Dubrovnik Airport,Dubrovnik,Croatia
1344,DBY,Dalby Airport,Dalby,Australia
1345,DCA,Ronald Reagan Washington National,Washington,United States
1346,DCF,Canefield,Roseau,Dominica
1347,DCK,Dahl Creek Airport,Dahl Creek,United States
1348,DCN,Curtin,Derby,Australia
1349,DCS,RAF Finningley,Finningley,United Kingdom
1350,DCU,Pryor Field Regional,Decatur,United States
1351,DDC,Dodge City Regional,Dodge City,United States
1352,DDP,Dorado Airport,Dorado,United States
1353,DE1,Zweibruecken,Zweibrucken,Germany
1354,DE2,Summit,Middletown,United States
1355,DE3,Delware Airpark,Dover-Cheswold,United States
1356,DE4,Holzdorf,Bradenburg,Germany
1357,DEA,Dera Ghazi Khan International,Dera Ghazi Khan,Pakistan
1358,DEB,Debrecen Airport,Debrecen,Hungary
1359,DEC,Decatur Airport,Decatur,United States
1360,DEH,Decorah Municipal,Decorah,United States
1361,DEL,Indira Gandhi International,Delhi,India
1362,DEM,Dembi Dollo Airport,Dembi Dollo,Ethiopia
1363,DEN,Denver International,Denver,United States
1364,DES,Desroches Airport,Desroches,Seychelles
1365,DET,Coleman A. Young Municipal,Detroit,United States
1366,DEZ,Al Jafrah/Deir Ezzor,Deir Ezzor,Syria
1367,DFI,Defiance Memorial,Defiance,United States
1368,DFW,Dallas/Fort Worth International,Dallas/Fort Worth,United States
1369,DGB,Danger Bay Airport,Danger Bay,United States
1370,DGO,Durango International,Durango,Mexico
1371,DGT,Dumaguete Airport,Dumaguete,Philippines
1372,DGW,Converse County,Douglas,United States
1373,DHA,King Abdulaziz AB,Dhahran,Saudi Arabia
1374,DHB,Deer Harbor Marina,Deer Harbor,United States
1375,DHF,Al Dhafra Air Base,Al Dhafra,United Arab Emirates
1376,DHI,Dhangadhi Airport,Dhangadhi,Nepal
1377,DHL,Dhala Airport,Dhala,Yemen
1378,DHN,Dothan Regional,Dothan,United States
1379,DHT,Dalhart Municipal,Dalhart,United States
1380,DIB,Dibrugarh Airport,Dibrugarh,India
1381,DIE,Arrachart,Antsiranana,Madagascar
1382,DIG,Zhongdian,Shangri-La,China
1383,DIJ,Dijon Longvic,Dijon,France
1384,DIK,Dickinson - Theodore Roosevelt Regional,Dickinson,United States
1385,DIL,Presidente Nicolau Lobato International,Dili,Timor-Leste
1386,DIO,Diomede Heliport,Diomede Island,United States
1387,DIR,Aba Tenna Dejazmatch Yilma,Dire Dawa,Ethiopia
1388,DIS,Dolisie Airport,Dolisie,Congo (Brazaville)
1389,DIU,Diu Airport,Diu,India
1390,DIV,Divo Airport,Divo,Cote d'Ivoire
1391,DIY,Diyarbakir Airport,Diyarbakir,Turkey
1392,DJB,Paalmerah,Jambi,Indonesia
1393,DJE,Djerba Airport,Djerba,Tunisia
1394,DJG,Tiska,Djanet,Algeria
1395,DJJ,Sentani,Jayapura,Indonesia
1396,DJN,Delta Junction Airport,Delta Junction,United States
1397,DJO,Daloa Airport,Daloa,Cote d'Ivoire
1398,DK1,Kolding Vamdrup Airport,Kolding Vamdrup,Denmark
1399,DKI,Kyboola,Dunk Island,Australia
1400,DKK,Chautauqua County/Dunkirk,Dunkirk,United States
1401,DKR,Leopold Sedar Senghor International,Dakar,Senegal
1402,DLA,Douala Airport,Douala,Cameroon
1403,DLC,Zhoushuizi,Dalian,China
1404,DLF,Laughlin AFB,Del Rio,United States
1405,DLG,Dillingham Airport,Dillingham,United States
1406,DLH,Duluth International,Duluth,United States
1407,DLI,Lienkhang,Dalat,Vietnam
1408,DLL,Dillon County,Dillon,United States
1409,DLM,Dalaman Airport,Dalaman,Turkey
1410,DLO,Dolomi Airport,Dolomi,United States
1411,DLS,Columbia Gorge Regional/The Dalles Municipal,The Dalles,United States
1412,DLU,Xiaguan,Dali City,China
1413,DMA,Davis Monthan AFB,Tucson,United States
1414,DME,Domodedovo,Moscow,Russia
1415,DMK,Don Mueang International,Bangkok,Thailand
1416,DMM,King Fahd International,Dammam,Saudi Arabia
1417,DMN,Deming Municipal,Deming,United States
1418,DMO,Sedalia Regional,Sedalia,United States
1419,DMU,Manipur Road,Dimapur,India
1420,DNA,Kadena AB,Okinawa,Japan
1421,DNB,Dunbar Airport,Dunbar,Australia
1422,DNC,Duncan Canal Airport,Duncan Canal,United States
1423,DND,Dundee Airport,Dundee,United Kingdom
1424,DNE,Dallas North,Dallas/Fort Worth,United States
1425,DNK,Dnipropetrovsk International,Dnipropetrovsk,Ukraine
1426,DNL,Daniel Field,Augusta,United States
1427,DNN,Dalton Municipal,Dalton,United States
1428,DNO,Dianopolis Airport,Dianopolis,Brazil
1429,DNQ,Deniliquin Airport,Deniliquin,Australia
1430,DNR,Dinard Pleurtuit Saint Malo,Dinard,France
1431,DNV,Vermilion Regional,Danville,United States
1432,DNZ,Cardak,Denizli,Turkey
1433,DOD,Dodoma Airport,Dodoma,Tanzania
1434,DOF,Dora Bay Airport,Dora Bay,United States
1435,DOG,Dongola Airport,Dongola,Sudan
1436,DOH,Doha International,Doha,Qatar
1437,DOK,Donetsk International,Donetsk,Ukraine
1438,DOL,Deauville Normandie,Deauville,France
1439,DOM,Douglas Charles,Marigot,Dominica
1440,DON,Dos Lagunas Airport,Dos Lagunas,Guatemala
1441,DOU,Dourados Airport,Dourados,Brazil
1442,DOV,Dover AFB,Dover,United States
1443,DPA,Du Page County,Chicago,United States
1444,DPG,Michael AAF,Dugway,United States
1445,DPL,Dipolog Airport,Dipolog,Philippines
1446,DPO,Devonport Airport,Devonport,Australia
1447,DPS,Gusti Ngurah Rai International,Denpasar,Indonesia
1448,DQA,Saertu,Daqing Shi,China
1449,DQB,Montijo Airport,Montijo,Portugal
1450,DQC,Sebastian Municipal,Sebastian,United States
1451,DQD,Allen H Tigert,Soda Springs,United States
1452,DQE,Holtville Airport,Holtville,United States
1453,DQF,Williams Gateway,Phoenix,United States
1454,DQG,Springfield Robertson County,Springfield,United States
1455,DQH,Alpine Airstrip,Alpine,United States
1456,DQI,Colusa County,Colusa,United States
1457,DQJ,Dunn County Weydahl Field,Killdeer,United States
1458,DQK,Wheeler-Sack AAF,Fort Drum,United States
1459,DQL,Lake Hood Strip,Anchorage,United States
1460,DQN,New Smyrna Beach Municipal,New Smyrna Beach,United States
1461,DQO,Delhi Municipal,Delhi,United States
1462,DQP,Marshall Field,Georgetown,United States
1463,DQQ,Cozad Municipal,Cozad,United States
1464,DQR,Grand Canyon West,Peach Springs,United States
1465,DQS,Grand Canyon Bar Ten Airstrip,Whitmore,United States
1466,DQT,Boscombe Down,Boscombe,United Kingdom
1467,DQU,Neets Bay,Ketchikan,United States
1468,DQV,Glacier Point,Haines,United States
1469,DQW,Hualapai,Peach Springs,United States
1470,DQX,Tsui River Airport,Tsui River,United States
1471,DQY,Cape Canaveral AFS Skid Strip,Cape Canaveral,United States
1472,DQZ,Platinum Mine,Platinum,United States
1473,DRA,Desert Rock,Mercury,United States
1474,DRB,Derby Airport,Derby,Australia
1475,DRE,Drummond Island Airport,Drummond Island,United States
1476,DRF,Drift River Airport,Drift River,United States
1477,DRG,Deering Airport,Deering,United States
1478,DRN,Dirranbandi Airport,Dirranbandi,Australia
1479,DRO,Durango La Plata County,Durango,United States
1480,DRS,Dresden Airport,Dresden,Germany
1481,DRT,Del Rio International,Del Rio,United States
1482,DRU,Drummond Airport,Drummond,United States
1483,DRW,Darwin International,Darwin,Australia
1484,DSA,Doncaster Sheffield,Finningley,United Kingdom
1485,DSD,La Desirade Airport,La Desirade,Guadeloupe
1486,DSE,Dessie/Combolcha,Dessie,Ethiopia
1487,DSI,Destin Executive,Destin,United States
1488,DSK,D. I. Khan,Dera Ismail Khan,Pakistan
1489,DSM,Des Moines International,Des Moines,United States
1490,DSS,Blaise Diagne International,Dakar Thies,Senegal
1491,DTA,Delta Municipal,Delta,United States
1492,DTH,Furnace Creek,Death Valley,United States
1493,DTL,Detroit Lakes-Wething Field,Detroit Lakes,United States
1494,DTM,Dortmund Airport,Dortmund,Germany
1495,DTN,Shreveport Downtown,Shreveport,United States
1496,DTO,Denton Enterprise,Denton,United States
1497,DTR,Decatur,Decatur Island,United States
1498,DTT,Detroit Metropolitan Area,Detroit,United States
1499,DTW,Detroit Metro Wayne County,Detroit,United States
1500,DUA,Eaker Field,Durant,United States
1501,DUB,Dublin Airport,Dublin,Ireland
1502,DUC,Halliburton Field,Duncan,United States
1503,DUD,Dunedin Airport,Dunedin,New Zealand
1504,DUE,Dundo Airport,Dundo,Angola
1505,DUF,Pine Island,Duck,United States
1506,DUG,Bisbee Douglas International,Douglas,United States
1507,DUJ,DuBois Regional,DuBois,United States
1508,DUQ,Duncan,Duncan/Quamichan Lake,Canada
1509,DUR,King Shaka International,Durban,South Africa
1510,DUS,Duesseldorf,Dusseldorf,Germany
1511,DUT,Unalaska Airport,Unalaska,United States
1512,DVK,Diavik Airport,Diavik,Canada
1513,DVL,Devils Lake Regional,Devils Lake,United States
1514,DVN,Davenport Municipal,Davenport,United States
1515,DVO,Francisco Bangoy International,Davao,Philippines
1516,DVT,Phoenix - Deer Valley,Phoenix,United States
1517,DWA,Yolo County,Davis/Woodland/Winters,United States
1518,DWC,Dubai Al Maktoum International,Jebel Ali,United Arab Emirates
1519,DWH,David Wayne Hooks Memorial,Houston,United States
1520,DWS,Walt Disney World,Orlando,United States
1521,DXB,Dubai International,Dubai,United Arab Emirates
1522,DXR,Danbury Municipal,Danbury,United States
1523,DYG,Hehua,Dayong,China
1524,DYL,Doylestown Airport,Doylestown,United States
1525,DYR,Ugolny,Anadyr,Russia
1526,DYS,Dyess AFB,Abilene,United States
1527,DYU,Dushanbe Airport,Dushanbe,Tajikistan
1528,DZA,Dzaoudzi-Pamandzi,Dzaoudzi,Mayotte
1529,DZN,Zhezkazgan Airport,Zhezkazgan,Kazakhstan
1530,DZO,Durazno Airport,Durazno,Uruguay
1531,EAA,Eagle Airport,Eagle,United States
1532,EAG,Eagle Creek Strip,Noatak,United States
1533,EAM,Nejran Airport,Nejran,Saudi Arabia
1534,EAN,Phifer Airfield,Wheatland,United States
1535,EAR,Kearney Regional,Kearney,United States
1536,EAS,San Sebastian Airport,San Sebastian,Spain
1537,EAT,Pangborn Memorial,Wenatchee,United States
1538,EAU,Chippewa Valley Regional,Eau Claire,United States
1539,EBA,Marina Di Campo,Elba Island,Italy
1540,EBB,Entebbe International,Entebbe/Kampala,Uganda
1541,EBD,El Obeid Airport,El Obeid,Sudan
1542,EBJ,Esbjerg Airport,Esbjerg,Denmark
1543,EBL,Erbil International,Erbil,Iraq
1544,EBU,Saint Etienne Loire,St. Etienne,France
1545,ECA,Iosco County,East Tawas,United States
1546,ECG,Elizabeth City CGAS/Regional,Elizabeth City,United States
1547,ECI,Costa Esmeralda,Rivas,Nicaragua
1548,ECN,Ercan Airport,Ercan,Cyprus
1549,ECP,Northwest Florida Beaches International,Panama City,United States
1550,ECS,Mondell Field,Newcastle,United States
1551,ECU,Edwards County,Rocksprings,United States
1552,EDA,Edna Bay Airport,Edna Bay,United States
1553,EDE,Northeastern Regional,Edenton,United States
1554,EDF,Elmendorf AFB,Anchorage,United States
1555,EDI,Edinburgh Airport,Edinburgh,United Kingdom
1556,EDL,Eldoret Airport,Eldoret,Kenya
1557,EDW,Edwards AFB,Edwards,United States
1558,EE1,Amari Airport,Amari,Estonia
1559,EED,Needles Airport,Needles,United States
1560,EEK,Eek Airport,Eek,United States
1561,EEN,Dillant Hopkins,Keene,United States
1562,EFB,Eight Fathom Bight Airport,Eight Fathom Bight,United States
1563,EFD,Ellington,Houston,United States
1564,EFK,Northeast Kingdom International,Newport,United States
1565,EFL,Argostolion,Kefallinia Island,Greece
1566,EG1,Cairo West,Cairo,Egypt
1567,EG2,Jiyanklis AB,Jiyanklis,Egypt
1568,EG3,Beni Suef Airport,Beni Suef,Egypt
1569,EGA,Chenega Airport,Chenega,United States
1570,EGC,Bergerac Dordogne Perigord,Bergerac,France
1571,EGE,Eagle County Regional,Eagle,United States
1572,EGI,Duke Field,Crestview,United States
1573,EGN,Geneina Airport,Geneina,Sudan
1574,EGP,Eagle Pass Municipal,Eagle Pass,United States
1575,EGS,Egilsstadir Airport,Egilsstadir,Iceland
1576,EGT,Wellington Municipal,Wellington,United States
1577,EGV,Eagle River Union,Eagle River,United States
1578,EGX,Egegik Airport,Egegik,United States
1579,EHM,Cape Newenham LRRS,Cape Newenham,United States
1580,EHR,Eagle Harbor Airport,Eagle Harbor,United States
1581,EHT,Rentschler Heliport,East Hartford,United States
1582,EIA,Eia Airport,Eia,Papua New Guinea
1583,EIB,Eisenach Kindel,Eisenach,Germany
1584,EIL,Eielson AFB,Fairbanks,United States
1585,EIN,Eindhoven Airport,Eindhoven,Netherlands
1586,EIS,Terrance B Lettsome,Road Town,British Virgin Islands
1587,EJA,Yariguies,Barrancabermeja,Colombia
1588,EJH,Wedjh Airport,Wedjh,Saudi Arabia
